student_id,academic_year,major,facility_rated,satisfaction_score,timestamp,comment,sentiment
"1337","3rd Year","CSE","Hostel","4","2026-01-23","Hostel environment is peaceful","Neutral"
"1338","4th Year","CSE","Transport","4","2026-02-17","Transport service is excellent","Positive"
"1339","2nd Year","CSE","Library","4","2025-02-19","Books are easily available","Neutral"
"1340","3rd Year","CSE","Transport","4","2025-06-16","Transport service is excellent","Positive"
"1341","2nd Year","ME","Transport","2","2025-06-20","Transport service is average","Negative"
"1342","1st Year","CSE","Hostel","4","2025-09-15","Hostel maintenance is good","Positive"
"1343","1st Year","ECE","Sports","2","2025-08-18","Ground maintenance is poor","Negative"
"1344","2nd Year","CSE","Sports","1","2025-04-26","Sports equipment is limited","Neutral"
"1345","1st Year","ECE","Classroom","2","2025-06-13","Projector issues happen often","Neutral"
"1346","1st Year","BBA","Classroom","2","2025-01-18","Classroom cleanliness is average","Neutral"
"1347","4th Year","ECE","Library","3","2025-08-11","Decent experience in library","Neutral"
"1348","1st Year","CE","Sports","5","2025-12-05","Sports environment is motivating","Neutral"
"1349","1st Year","AIDS","Sports","3","2026-03-04","Facilities are manageable","Neutral"
"1350","1st Year","CE","Lab","2","2025-02-21","Lab is overcrowded","Negative"
"1351","1st Year","AIDS","Classroom","2","2025-04-22","Classroom seating is uncomfortable","Neutral"
"1352","3rd Year","BBA","Lab","2","2025-04-06","Lab is overcrowded","Negative"
"1353","1st Year","ECE","Canteen","3","2026-01-09","Food is average","Negative"
"1354","3rd Year","ME","Lab","4","2025-08-10","Practical learning is effective","Neutral"
"1355","3rd Year","AIDS","Classroom","3","2026-02-14","Facilities are manageable","Neutral"
"1356","2nd Year","CE","Classroom","1","2025-10-30","Classroom seating is uncomfortable","Neutral"
"1357","1st Year","CSE","Library","3","2025-08-03","Library is okay overall","Neutral"
"1358","4th Year","ECE","Library","1","2025-04-22","Need improvement in library timing","Negative"
"1359","1st Year","ME","Transport","3","2025-09-17","Transport is average","Negative"
"1360","4th Year","BBA","Canteen","2","2025-03-19","Service is slow","Negative"
"1361","3rd Year","AIDS","Classroom","1","2025-09-18","Projector issues happen often","Neutral"
"1362","2nd Year","ECE","Canteen","1","2025-10-03","Food is expensive","Neutral"
"1363","1st Year","ME","Sports","2","2025-05-02","Facilities need improvement","Negative"
"1364","2nd Year","AIDS","Classroom","4","2026-01-30","Projector and seating are fine","Neutral"
"1365","1st Year","CE","Sports","2","2025-07-25","Facilities need improvement","Negative"
"1366","4th Year","CSE","Transport","3","2025-10-13","Average transport experience","Negative"
"1367","4th Year","ME","Hostel","5","2025-05-23","Rooms are clean and safe","Positive"
"1368","4th Year","ME","Canteen","4","2025-07-20","Snacks are fresh and tasty","Neutral"
"1369","4th Year","AIDS","Hostel","4","2025-06-10","Hostel maintenance is good","Positive"
"1370","4th Year","BBA","Canteen","5","2025-02-22","Canteen is clean and spacious","Positive"
"1371","4th Year","ME","Hostel","3","2025-05-27","Hostel is average","Negative"
"1372","2nd Year","BBA","Lab","3","2025-11-01","Lab support is manageable","Neutral"
"1373","2nd Year","CSE","Transport","1","2025-03-11","Buses are often late","Negative"
"1374","4th Year","AIDS","Canteen","1","2025-07-08","Food is expensive","Neutral"
"1375","2nd Year","CSE","Canteen","2","2025-08-11","Food is expensive","Neutral"
"1376","1st Year","BBA","Canteen","5","2026-01-01","Food quality is good","Positive"
"1377","1st Year","AIDS","Canteen","2","2025-12-29","Canteen food quality is poor","Negative"
"1378","3rd Year","CSE","Lab","2","2025-09-05","Some systems do not work","Neutral"
"1379","1st Year","ME","Sports","1","2026-01-11","Ground maintenance is poor","Negative"
"1380","2nd Year","ME","Library","2","2025-07-16","Library needs more books","Neutral"
"1381","2nd Year","ME","Classroom","5","2026-03-20","Classrooms are clean and comfortable","Positive"
"1382","3rd Year","ME","Lab","1","2025-01-25","Lab is overcrowded","Negative"
"1383","3rd Year","CE","Library","2","2025-05-25","Need improvement in library timing","Negative"
"1384","4th Year","ECE","Transport","3","2025-04-06","Transport is average","Negative"
"1385","1st Year","ECE","Classroom","1","2026-01-12","Classroom seating is uncomfortable","Neutral"
"1386","3rd Year","BBA","Hostel","3","2026-03-06","Hostel is average","Negative"
"1387","1st Year","ECE","Classroom","1","2025-12-15","Classroom maintenance is poor","Negative"
"1388","4th Year","CE","Transport","3","2025-10-28","Transport is average","Negative"
"1389","4th Year","ECE","Sports","5","2025-03-25","Sports environment is motivating","Neutral"
"1390","4th Year","BBA","Canteen","5","2025-04-26","Food quality is good","Positive"
"1391","1st Year","ME","Sports","2","2025-06-24","Sports equipment is limited","Neutral"
"1392","4th Year","CSE","Classroom","5","2025-01-21","Teaching environment is good","Positive"
"1393","3rd Year","ME","Library","3","2026-03-26","Library is okay overall","Neutral"
"1394","1st Year","ME","Canteen","2","2025-02-22","Canteen food quality is poor","Negative"
"1395","3rd Year","BBA","Hostel","4","2026-04-01","Hostel rooms are comfortable","Neutral"
"1396","4th Year","ECE","Lab","4","2025-11-12","Lab environment is excellent","Positive"
"1397","1st Year","CE","Lab","3","2025-01-28","Average lab experience","Negative"
"1398","1st Year","CSE","Library","4","2025-06-05","Very satisfied with library environment","Positive"
"1399","4th Year","BBA","Lab","1","2025-05-15","Lab equipment needs upgrade","Neutral"
"1400","2nd Year","BBA","Lab","1","2025-05-14","Some systems do not work","Neutral"
"1401","2nd Year","CE","Canteen","2","2025-02-19","Canteen is crowded","Negative"
"1402","2nd Year","AIDS","Library","3","2026-01-21","Decent experience in library","Neutral"
"1403","1st Year","AIDS","Canteen","4","2025-08-27","Canteen experience is nice","Positive"
"1404","3rd Year","ECE","Hostel","1","2025-04-21","Rooms are crowded","Negative"
"1405","1st Year","ME","Transport","3","2025-03-20","Average transport experience","Negative"
"1406","3rd Year","AIDS","Transport","4","2025-11-19","Transport service is excellent","Positive"
"1407","2nd Year","BBA","Hostel","4","2025-09-03","Hostel rooms are comfortable","Neutral"
"1408","2nd Year","CSE","Canteen","1","2026-01-16","Canteen food quality is poor","Negative"
"1409","4th Year","ME","Canteen","2","2025-05-26","Canteen is crowded","Negative"
"1410","1st Year","ME","Library","1","2025-10-22","Need improvement in library timing","Negative"
"1411","1st Year","AIDS","Library","1","2025-12-12","Library is sometimes noisy","Neutral"
"1412","2nd Year","AIDS","Lab","2","2026-01-23","Lab equipment needs upgrade","Neutral"
"1413","4th Year","ECE","Transport","1","2026-03-05","Need more buses","Neutral"
"1414","3rd Year","ME","Canteen","4","2025-08-02","Canteen experience is nice","Positive"
"1415","2nd Year","AIDS","Sports","5","2025-05-25","Ground is well maintained","Neutral"
"1416","3rd Year","CE","Lab","1","2026-02-03","Lab is overcrowded","Negative"
"1417","1st Year","AIDS","Hostel","1","2026-02-23","Hostel rooms need improvement","Negative"
"1418","1st Year","AIDS","Sports","2","2026-03-28","Ground maintenance is poor","Negative"
"1419","2nd Year","BBA","Transport","5","2025-06-28","Transport is convenient","Neutral"
"1420","3rd Year","AIDS","Classroom","2","2025-02-18","Classroom maintenance is poor","Negative"
"1421","2nd Year","CE","Library","3","2025-03-21","Library is okay overall","Neutral"
"1422","3rd Year","AIDS","Library","2","2026-02-08","Issue with book availability","Neutral"
"1423","2nd Year","ME","Hostel","1","2025-05-23","Water supply has issues","Neutral"
"1424","2nd Year","CSE","Sports","3","2025-04-26","Sports facilities are average","Negative"
"1425","4th Year","CE","Canteen","3","2025-12-14","Average experience in canteen","Negative"
"1426","4th Year","AIDS","Lab","4","2025-05-27","Lab environment is excellent","Positive"
"1427","2nd Year","CSE","Hostel","5","2025-02-25","Rooms are clean and safe","Positive"
"1428","2nd Year","BBA","Canteen","4","2025-06-06","Service is fast and helpful","Positive"
"1429","1st Year","AIDS","Sports","2","2025-11-17","Practice timing is not managed well","Neutral"
"1430","4th Year","CSE","Sports","4","2026-01-19","Equipment is available and useful","Positive"
"1431","1st Year","CE","Lab","1","2025-05-28","Need improvement in practical support","Negative"
"1432","4th Year","AIDS","Library","5","2025-05-08","Very satisfied with library environment","Positive"
"1433","3rd Year","ME","Transport","4","2025-02-16","Transport service is excellent","Positive"
"1434","1st Year","CE","Classroom","4","2026-02-10","Teaching environment is good","Positive"
"1435","4th Year","BBA","Classroom","1","2025-12-06","Projector issues happen often","Neutral"
"1436","2nd Year","BBA","Transport","3","2025-12-28","Bus service is okay","Neutral"
"1437","3rd Year","AIDS","Hostel","3","2025-08-14","Facilities are manageable","Neutral"
"1438","3rd Year","CE","Canteen","3","2025-09-16","Average experience in canteen","Negative"
"1439","3rd Year","ECE","Sports","4","2025-09-06","Equipment is available and useful","Positive"
"1440","2nd Year","ECE","Transport","3","2025-10-03","Average transport experience","Negative"
"1441","1st Year","ECE","Library","1","2025-12-17","Need improvement in library timing","Negative"
"1442","3rd Year","CSE","Lab","3","2025-01-12","Lab support is manageable","Neutral"
"1443","1st Year","BBA","Library","3","2025-12-18","Library is average","Negative"
"1444","3rd Year","ECE","Canteen","5","2025-03-25","Service is fast and helpful","Positive"
"1445","3rd Year","CSE","Lab","1","2025-09-04","Internet is slow in lab","Negative"
"1446","4th Year","ME","Classroom","5","2025-01-24","Projector and seating are fine","Neutral"
"1447","4th Year","BBA","Library","2","2025-10-04","Library seating is limited","Neutral"
"1448","2nd Year","ECE","Hostel","4","2025-03-12","Hostel rooms are comfortable","Neutral"
"1449","3rd Year","CSE","Lab","3","2025-06-03","Lab is okay","Neutral"
"1450","2nd Year","ECE","Lab","1","2025-10-27","Internet is slow in lab","Negative"
"1451","1st Year","ECE","Library","4","2025-04-27","Very satisfied with library environment","Positive"
"1452","4th Year","ECE","Sports","4","2025-08-20","Sports environment is motivating","Neutral"
"1453","2nd Year","CE","Hostel","5","2025-06-07","Hostel rooms are comfortable","Neutral"
"1454","1st Year","AIDS","Lab","3","2026-02-15","Average lab experience","Negative"
"1455","1st Year","AIDS","Canteen","5","2025-12-24","Canteen is clean and spacious","Positive"
"1456","1st Year","ME","Sports","4","2025-11-04","Ground is well maintained","Neutral"
"1457","4th Year","AIDS","Sports","5","2026-02-02","Equipment is available and useful","Positive"
"1458","1st Year","ME","Sports","3","2025-06-01","Facilities are manageable","Neutral"
"1459","1st Year","ECE","Hostel","2","2026-02-20","Hostel rooms need improvement","Negative"
"1460","2nd Year","AIDS","Sports","1","2025-07-19","Practice timing is not managed well","Neutral"
"1461","2nd Year","ME","Library","1","2025-09-13","Library needs more books","Neutral"
"1462","4th Year","ECE","Sports","3","2025-08-18","Sports facilities are average","Negative"
"1463","3rd Year","ECE","Library","3","2025-11-22","Library is average","Negative"
"1464","3rd Year","ECE","Library","4","2026-03-16","Library is clean and useful","Positive"
"1465","3rd Year","ME","Transport","3","2025-04-28","Transport is average","Negative"
"1466","3rd Year","BBA","Hostel","4","2025-11-29","Satisfied with hostel services","Positive"
"1467","1st Year","BBA","Classroom","4","2026-01-26","Classrooms are clean and comfortable","Positive"
"1468","2nd Year","BBA","Library","5","2025-04-27","Library is clean and useful","Positive"
"1469","3rd Year","BBA","Library","2","2025-04-02","Library is sometimes noisy","Neutral"
"1470","1st Year","CSE","Hostel","5","2025-08-02","Hostel rooms are comfortable","Neutral"
"1471","4th Year","ECE","Sports","3","2025-07-29","Okay sports experience","Neutral"
"1472","3rd Year","ME","Lab","3","2025-02-10","Lab support is manageable","Neutral"
"1473","3rd Year","CE","Classroom","2","2025-01-29","Classroom maintenance is poor","Negative"
"1474","1st Year","ECE","Transport","3","2026-03-26","Average transport experience","Negative"
"1475","2nd Year","ME","Library","4","2025-08-09","Library services are excellent","Positive"
"1476","4th Year","ECE","Classroom","5","2025-07-05","Teaching environment is good","Positive"
"1477","3rd Year","CE","Canteen","2","2025-01-26","Service is slow","Negative"
"1478","3rd Year","BBA","Sports","1","2025-03-01","Ground maintenance is poor","Negative"
"1479","2nd Year","ECE","Canteen","3","2026-02-28","Canteen is okay","Neutral"
"1480","2nd Year","ME","Lab","3","2025-09-20","Average lab experience","Negative"
"1481","2nd Year","CSE","Canteen","2","2025-09-06","Service is slow","Negative"
"1482","2nd Year","ME","Transport","2","2026-03-14","Buses are often late","Negative"
"1483","2nd Year","CSE","Sports","5","2025-10-02","Sports environment is motivating","Neutral"
"1484","2nd Year","CE","Transport","2","2025-02-28","Buses are often late","Negative"
"1485","4th Year","BBA","Library","2","2025-01-01","Library seating is limited","Neutral"
"1486","2nd Year","BBA","Canteen","1","2025-11-04","Need improvement in hygiene","Negative"
"1487","3rd Year","ECE","Library","1","2025-10-17","Library needs more books","Neutral"
"1488","2nd Year","ECE","Lab","1","2026-02-10","Lab is overcrowded","Negative"
"1489","1st Year","ME","Hostel","3","2025-01-16","Hostel experience is okay","Neutral"
"1490","1st Year","ECE","Classroom","4","2025-11-21","Projector and seating are fine","Neutral"
"1491","2nd Year","CE","Classroom","1","2025-12-01","Projector issues happen often","Neutral"
"1492","1st Year","CSE","Transport","3","2025-12-05","Transport is average","Negative"
"1493","1st Year","ME","Sports","1","2025-10-27","Need more sports support","Neutral"
"1494","1st Year","CSE","Lab","2","2025-12-23","Internet is slow in lab","Negative"
"1495","4th Year","BBA","Canteen","5","2025-10-12","Food quality is good","Positive"
"1496","3rd Year","ME","Hostel","2","2026-01-05","Rooms are crowded","Negative"
"1497","4th Year","BBA","Transport","4","2025-02-25","Bus staff is cooperative","Neutral"
"1498","4th Year","AIDS","Transport","2","2025-03-27","Transport timing is not reliable","Neutral"
"1499","1st Year","ECE","Lab","2","2026-02-21","Lab is overcrowded","Negative"
"1500","4th Year","ME","Sports","4","2025-06-13","Coaching support is helpful","Positive"
